True_pKd,BALM_Predicted,BALM_Error
8.455931956,8.7115555,0.25562352495703067
8.619788758,6.9534445,-1.6663442771040042
8.924453039,8.906655,-0.017797727415526765
12.69036983,10.144978,-2.5453922604199217
9.080921908,8.916771,-0.1641509729414068
4.958607315,4.8856287,-0.07297861474365241
13.13076828,12.891027,-0.2397408294384764
4.004364805,4.6981764,0.6938115789721682
9.756961951,10.23425,0.4772881176645516
7.161150909,6.6350765,-0.5260743861728514
10.34294415,10.111275,-0.23166943076171798
6.924453039,6.3469057,-0.577547330687012
4.301029996,4.383209,0.08217923251562542
5.522878745,8.38804,2.865160843928223
6.0,6.05538,0.05537986755371094
6.272458743,7.4358616,1.1634028445244144
10.70774393,10.769935,0.06219072423584038
8.184422252,7.559102,-0.6253201935893546
7.096910013,5.909107,-1.1878028047480464
7.455931956,7.5283365,0.07240456896337921
6.709965389,7.7351093,1.025143940223633
9.721246399,8.8953905,-0.825855888440918
9.079354999,10.5111885,1.4318335080800786
5.853871964,5.0954366,-0.7584353909714352
6.657577319,6.360121,-0.2974565456845699
8.494850022,7.582917,-0.9119328085600582
10.85387196,10.271452,-0.5824200099267571
5.48148606,4.8090286,-0.6724574345117187
5.638272164,7.659254,2.0209819100966797
7.987162775,9.514091,1.5269277630249025
8.88941029,8.463801,-0.42560890602783275
6.22184875,4.511356,-1.710492873077393
8.853871964,8.200754,-0.6531177983505856
5.958607315,6.642352,0.6837447891870116
8.163043263,8.590123,0.42707991357470654
5.785156152,5.888523,0.10336694980664074
4.886056648,6.8637066,1.977649940745117
6.747146969,7.5141125,0.7669655035341796
7.021363052,7.0663137,0.04495069159130871
6.987162775,6.406686,-0.5804769458374022
7.899629455,6.621149,-1.2784803918896488
9.167491087,8.304307,-0.8631841030522462
5.709965389,7.453267,1.7433017084731448
6.591760035,5.2756453,-1.3161147789575196
9.806875402,8.367117,-1.4397584738994134
9.0,6.7984953,-2.201504707336426
5.15490196,4.6632805,-0.49162147293945324
6.356547324,7.8146334,1.4580860454458007
6.494850022,10.310553,3.815702575045899
3.920818754,4.970315,1.0494962255532228
9.13667714,9.064035,-0.07264172435058569
9.747146969,10.271019,0.5238720129335945
8.15490196,8.111471,-0.04343078385253918
6.548213564,7.607831,1.0596174372817382
6.677780705,6.7001705,0.022389811967773454
5.744727495,5.402997,-0.34173047809326196
5.494850022,5.6910715,0.1962214883149418
8.41453927,9.550097,1.1355581955151361
10.11407366,9.66277,-0.4513033886987312
7.15490196,9.121264,1.9663624977026366
8.55129368,7.842737,-0.708556482124024
5.251811973,4.9107437,-0.34106825962109344
5.251811973,5.2328186,-0.01899336948437469
8.522878745,7.869438,-0.6534405736132811
10.05551733,9.255016,-0.8005010030957038
8.522878745,7.9328346,-0.5900441197558592
4.567030709,4.3090167,-0.2580140044406738
5.71219827,4.812603,-0.8995952731738281
10.3419886,9.984434,-0.35755447219238334
5.657577319,8.28852,2.6309425403139652
3.931814138,4.5443068,0.612492617065918
8.609064893,7.544997,-1.0640676777290032
12.17587417,10.310143,-1.86573069923584
9.4867824,8.598325,-0.8884576243041984
6.420216403,6.8305054,0.4102889680937496
5.0,7.412136,2.4121360778808594
8.0,9.473827,1.4738273620605469
9.455931956,9.452001,-0.003931338019043551
9.790484985,9.196849,-0.5936361156762704
10.63827216,10.299569,-0.338703030056152
10.74472749,10.356807,-0.38792073493408274
12.04963515,12.88279,0.833154461816406
5.185752404,4.741498,-0.4442544105307613
5.458420756,5.7353754,0.2769546483579104
8.20481541,7.9283867,-0.27642872176757827
7.431798276,6.5503073,-0.8814910021352542
8.728158393,8.704679,-0.023479857538573512
6.543633967,9.749938,3.2063040441694337
9.0,8.794903,-0.20509719848632812
5.638272164,7.698264,2.0599919580092774
5.0,5.5185547,0.5185546875
8.091514981,8.273876,0.18236120918554732
5.431798276,6.4946547,1.0628563794565427
10.71669877,10.116213,-0.6004859251513679
3.698970004,4.367366,0.668395833097168
3.522878745,5.4377403,1.9148615809277345
10.3205721,7.4329453,-2.887626848535156
12.27901426,10.357155,-1.921859413808594
5.337242168,5.8972282,0.5599860729667965
3.030118356,4.7408667,1.7107483050717773
4.397940009,4.4952765,0.0973364421108398
4.643974143,5.1027746,0.458800477056152
8.308034897,9.15432,0.8462848661835931
9.229147988,9.276042,0.04689399655810611
8.677780705,6.061493,-2.616287785078125
5.994390555,6.5792646,0.5848740858081056
11.14630179,10.080527,-1.0657744843969734
6.146301788,7.9469404,1.8006386340581058
8.37675071,7.803626,-0.5731246495141598
3.343901798,4.6950483,1.3511465342143554
10.52432881,9.477711,-1.046618086123047
7.777283529,6.737956,-1.0393274819418945
10.2873503,8.4560375,-1.8313127786376953
4.886056648,5.6733456,0.7872889177958982
5.443697499,5.2516403,-0.19205717917578102
5.301029996,5.5333652,0.23233525363378948
4.920818754,4.4398055,-0.4810132463400878
6.886056648,8.258844,1.3727877276103513
8.790484985,8.747739,-0.04274614680420008
5.235823868,5.9672213,0.731397392070801
9.26760624,8.880793,-0.38681362220214766
10.95860731,10.176235,-0.7823721110253903
7.602059991,6.823368,-0.7786919184902343
8.552841969,8.093476,-0.45936567352880786
8.342944147,8.258926,-0.08401775539843825
5.221125528,7.2098713,1.9887457641142579
6.301029996,5.988117,-0.31291277798242145
10.4202164,8.924176,-1.496040183874511
4.568636236,4.405719,-0.16291743259423797
3.853871964,7.140197,3.2863248362319335
8.27572413,5.5442924,-2.7314316800488285
9.096910013,8.58598,-0.5109295976557622
6.966576245,6.1537313,-0.8128448988696286
9.283996656,8.753142,-0.5308542991274408
10.88605665,10.249598,-0.6364591005615239
6.818156412,7.597781,0.7796247693354488
5.167491087,8.549784,3.382292619665039
5.568636236,6.96507,1.3964335348129886
6.991825816,7.7652693,0.77344346347998
4.863279433,4.751294,-0.11198529695263648
4.508638306,4.7599154,0.25127704586767585
5.657577319,6.9665785,1.3090011645815434
11.60205999,7.871748,-3.730312019418946
9.844663963,9.037489,-0.8071750256220707
9.0,7.335436,-1.6645641326904297
6.850780887,7.929165,1.0783839994746094
7.954677021,7.4265966,-0.5280803794594728
7.230622674,9.743583,2.512960051524902
13.23062267,8.8297825,-4.400840184038087
12.537602,9.289036,-3.248566202880859
5.008773924,4.065257,-0.9435168515512693
11.96657624,11.992282,0.02570567375732402
12.51855737,10.211162,-2.3073957565356444
8.823908741,8.768609,-0.05529969406396518
9.537602002,8.186941,-1.350660855149414
7.007888512,7.39359,0.38570146144970696
7.356547324,7.3244295,-0.03211781197607433
7.568636236,6.705433,-0.8632033441542966
8.903089987,8.2174,-0.6856903898320308
11.25492521,9.592086,-1.6628393716821286
7.764471553,7.996072,0.23160026249072274
4.91721463,4.6227055,-0.2945091704052736
5.22184875,5.558013,0.3361642123413082
9.322393047,9.695435,0.37304152331249973
6.779891912,7.3456764,0.5657845101191405
7.045757491,6.0063257,-1.0394317692592772
6.443697499,5.2572784,-1.1864190566171873
9.193820026,9.335054,0.14123437158300867
6.468521083,7.8766823,1.408161198494141
5.251811973,6.932235,1.6804227910991214
9.11407366,9.820231,0.7061577776831047
6.869666232,7.349538,0.4798716174262694
7.230622674,8.836642,1.606019591319824
9.026872146,8.355232,-0.6716399072304693
7.602059991,8.257885,0.6558249882480469
6.366531544,7.071389,0.7048576543032228
5.142667504,5.3716974,0.22902992184228488
6.280668713,7.5396156,1.2589469181035158
5.301029996,6.202093,0.9010631283896489
5.079354999,8.459192,3.379837277000976
7.180456064,5.993513,-1.1869429567001957
9.769551079,8.350176,-1.419375221456054
7.397940009,5.383995,-2.0139449528476563
